,Pk_ID,Match_No,Game,POINT,Shot_no,Played_by,Shot,Placement,SCORE,LUCKY,TIMEOUT,SetWonby,ErrorType,Player_A_Name,Player_B_Name,Date,AttackingNonAttacking,AttackingNonAttacking_New,Combination_field,BinaryofAttackShot,POINT_AttackCombination,AttackedFirst,SERVICE_BY,RECEIVE,WINNER_SHOT_BY,MISSED_SHOT_BY,MissedType,WON_BY,Lost_BY,SCOREA,SCOREB,shots1_3,shots2_4,Last3shots,LastAnd3rdLast,LastAnd3rdLast_Placement,Second_Last_Shot,Last_Shot,Third_Last_Shot,First_Shot,Second_Shot,pointon2ndshot,pointon3rdshot,pointon4thshot,Point2ServiceByName,Point2Shot,Point2placement,Point3RerviceByName,Point3Shot,Point3placement,Serve_Place,Second_Last_placement,Second_Last_Reverse_Placement,WinnerShot,Unconditional,Conditional,WinType,Loston4th_1stshot,Loston4th_2ndshot,Loston4th_3rdshot,Loston4th_4thshot,Errorplacement,PlayerType,PlacementR_L,ErrorPlacementR_L,PlayingStyle,RubberCombination,Opponent,Opponent_Player_Type,Fourth_Last_Second_Last_Placement,Movement,Movement_new,PlayerAType,PlayerBType,Placement_A_B,X,Y,WinnerShotGTL,Gender,World_Rank,Reverse_Placement,Reverse_Row_ID,PLAYERA_ID,PLAYERB_ID,primary_key,ProcessStatus,ProcessMessage,ProcessDatetime,DataSource,ShotCodeIds,DataLock,UploadId,MatchType
166,167,3,3,12,3,Manush,BH-TS,OUT,6-6,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-12,1,1,Manush,,,,Manush,OUT,Wesley,Manush,1,0,SH-OS-BH-TS,,SH-OS-FH-P-BH-TS,SH-OS-BH-TS,,FH-P,BH-TS,SH-OS,SH-OS,FH-P,0,1,0,,,,Wesley,FH-P,BHL,SH-OS-FHH,BHL,FHL,FH-P,,FH-P,Conditional,,,,,FHL,Lefty,OUT,FHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,OUTA,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49441,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
167,168,3,3,13,1,Wesley,FH-BSS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-13,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,FHSB,0,0,,M,,FHS,4,SPO_TT_2,SPO_TT_13,49442,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
168,169,3,3,13,2,Manush,FH-P,CH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-13,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Diagonal Movement,Lefty,Lefty,CHA,0,0,,M,,CH,3,SPO_TT_2,SPO_TT_13,49443,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
169,170,3,3,13,3,Wesley,FH-TS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-13,1,1,,,,,,,,,99,99,FH-BSS-FH-TS,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Diagonal Movement,Lefty,Lefty,BHLB,0,0,FH-TS,M,,BHL,2,SPO_TT_2,SPO_TT_13,49444,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
170,171,3,3,13,4,Manush,FH-CTS,NET,7-6,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-13,1,0,Wesley,,,,Manush,NET,Wesley,Manush,1,0,,FH-P-FH-CTS,FH-P-FH-TS-FH-CTS,FH-P-FH-CTS,BHS-FHL,FH-TS,FH-CTS,FH-P,FH-BSS,FH-P,0,0,1,,,,,,,,FHL,BHL,FH-TS,,FH-TS,Conditional,FH-BSS,FH-P,FH-TS,FH-CTS,BHL,Lefty,NET,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,BHS-FHL,Diagonal Movement,Diagonal Movement,Lefty,Lefty,NETA,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49445,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
171,172,3,3,14,1,Wesley,FH-SBS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-14,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBS,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHSB,0,0,,M,,FHS,3,SPO_TT_2,SPO_TT_13,49446,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
172,173,3,3,14,2,Manush,FH-DP,CH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-14,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBS,FH-DP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CHA,0,0,FH-DP,M,,CH,2,SPO_TT_2,SPO_TT_13,49447,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
173,174,3,3,14,3,Wesley,FH-TS,OUT,7-7,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-14,1,1,Wesley,,,,Wesley,OUT,Manush,Wesley,0,1,FH-SBS-FH-TS,,FH-SBS-FH-DP-FH-TS,FH-SBS-FH-TS,,FH-DP,FH-TS,FH-SBS,FH-SBS,FH-DP,0,1,0,,,,Manush,FH-DP,CH,FH-SBS-BHS,CH,CH,FH-DP,,FH-DP,Conditional,,,,,CH,Lefty,OUT,CH,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49448,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
174,175,3,3,15,1,Manush,FH-SBS,CS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-15,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CSA,0,0,FH-SBS,M,,CS,2,SPO_TT_2,SPO_TT_13,49449,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
175,176,3,3,15,2,Wesley,FH-P,OUT,7-8,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-15,0,0,,,Y,,Wesley,OUT,Manush,Wesley,0,1,,,,,,FH-SBS,FH-P,,FH-SBS,FH-P,1,0,0,Manush,FH-SBS,CS,,,,,CS,CS,FH-SBS,,FH-SBS,Conditional,,,,,CS,Lefty,OUT,CS,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49450,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
176,177,3,3,16,1,Manush,FH-SBS,FHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-16,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,BHSA,0,0,,M,,BHS,14,SPO_TT_2,SPO_TT_13,49451,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
177,178,3,3,16,2,Wesley,FH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,13,SPO_TT_2,SPO_TT_13,49452,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
178,179,3,3,16,3,Manush,BH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-16,1,1,,,,,,,,,99,99,FH-SBS-BH-TS,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,12,SPO_TT_2,SPO_TT_13,49453,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
179,180,3,3,16,4,Wesley,BH-BK,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,FH-P-BH-BK,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHHB,0,0,,M,,FHH,11,SPO_TT_2,SPO_TT_13,49454,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
180,181,3,3,16,5,Manush,BH-C,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,10,SPO_TT_2,SPO_TT_13,49455,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
181,182,3,3,16,6,Wesley,BH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-16,1,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,9,SPO_TT_2,SPO_TT_13,49456,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
182,183,3,3,16,7,Manush,BH-C,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,8,SPO_TT_2,SPO_TT_13,49457,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
183,184,3,3,16,8,Wesley,FH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-16,1,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,CLB,0,0,,M,,CL,7,SPO_TT_2,SPO_TT_13,49458,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
184,185,3,3,16,9,Manush,FH-BK,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHHA,0,0,,M,,FHH,6,SPO_TT_2,SPO_TT_13,49459,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
185,186,3,3,16,10,Wesley,BH-C,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,5,SPO_TT_2,SPO_TT_13,49460,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
186,187,3,3,16,11,Manush,BH-P,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHHA,0,0,,M,,FHH,4,SPO_TT_2,SPO_TT_13,49461,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
187,188,3,3,16,12,Wesley,FH-TS,FHH,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-16,1,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHHB,0,0,,M,,BHH,3,SPO_TT_2,SPO_TT_13,49462,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
188,189,3,3,16,13,Manush,FH-C,EFHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,FH-SBS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,EBHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,EBHHA,0,0,FH-C,M,,EBHH,2,SPO_TT_2,SPO_TT_13,49463,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
189,190,3,3,16,14,Wesley,NR,MISSWR,7-9,,,,Forced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-16,0,0,Manush,,,Manush,Wesley,MISSWR,Manush,Wesley,0,1,,,FH-TS-FH-C-NR,FH-TS-NR,BHH-EFHH,FH-C,NR,FH-TS,FH-SBS,FH-P,0,0,0,,,,,,,,EFHH,EBHH,FH-C,FH-C,,Unconditional,,,,,EBHH,Lefty,MISSWR,EBHH,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,BHH-EFHH,Lateral Movement,Lateral Movement,Lefty,Lefty,MISSWRB,0,0,,M,,MISSWR,1,SPO_TT_2,SPO_TT_13,49464,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
190,191,3,3,17,1,Wesley,FH-RBSL,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-17,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-RBSL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHHB,0,0,FH-RBSL,M,,FHH,2,SPO_TT_2,SPO_TT_13,49465,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
191,192,3,3,17,2,Manush,BH-P,NET,8-9,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-17,0,0,,,Y,,Manush,NET,Wesley,Manush,1,0,,,,,,FH-RBSL,BH-P,,FH-RBSL,BH-P,1,0,0,Wesley,FH-RBSL,BHH,,,,,BHH,FHH,FH-RBSL,,FH-RBSL,Conditional,,,,,FHH,Lefty,NET,FHH,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,NETA,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49466,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
192,193,3,3,18,1,Wesley,FH-SSL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-18,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,9,SPO_TT_2,SPO_TT_13,49467,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
193,194,3,3,18,2,Manush,FH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-18,1,1,,,Y,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,8,SPO_TT_2,SPO_TT_13,49468,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
194,195,3,3,18,3,Wesley,BH-BK,FHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-18,0,0,,,,,,,,,99,99,FH-SSL-BH-BK,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,,M,,BHL,7,SPO_TT_2,SPO_TT_13,49469,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
195,196,3,3,18,4,Manush,FH-TS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-18,1,0,,,,,,,,,99,99,,FH-TS-FH-TS,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,BHLA,0,0,,M,,BHL,6,SPO_TT_2,SPO_TT_13,49470,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
196,197,3,3,18,5,Wesley,FH-CTS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-18,1,0,,,,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,,M,,BHL,5,SPO_TT_2,SPO_TT_13,49471,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
197,198,3,3,18,6,Manush,FH-CTS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-18,1,0,,,,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,4,SPO_TT_2,SPO_TT_13,49472,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
198,199,3,3,18,7,Wesley,BH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-18,1,0,,,,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,3,SPO_TT_2,SPO_TT_13,49473,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
199,200,3,3,18,8,Manush,BH-C,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-18,0,0,,,,,,,,,99,99,,,,,,,,,FH-SSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,BH-C,M,,FHL,2,SPO_TT_2,SPO_TT_13,49474,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
200,201,3,3,18,9,Wesley,NR,MISSWR,8-10,,,,Forced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-18,0,0,Manush,,,Manush,Wesley,MISSWR,Manush,Wesley,0,1,,,BH-TS-BH-C-NR,BH-TS-NR,CL-BHL,BH-C,NR,BH-TS,FH-SSL,FH-TS,0,0,0,,,,,,,,BHL,FHL,BH-C,BH-C,,Unconditional,,,,,FHL,Lefty,MISSWR,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,CL-BHL,Lateral Movement,Lateral Movement,Lefty,Lefty,MISSWRB,0,0,,M,,MISSWR,1,SPO_TT_2,SPO_TT_13,49475,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
201,202,3,3,19,1,Manush,FH-NSL,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-19,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHHA,0,0,,M,,FHH,7,SPO_TT_2,SPO_TT_13,49476,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
202,203,3,3,19,2,Wesley,BH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-19,1,1,,,Y,,,,,,99,99,,,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,6,SPO_TT_2,SPO_TT_13,49477,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
203,204,3,3,19,3,Manush,BH-BK,FHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-19,0,0,,,,,,,,,99,99,FH-NSL-BH-BK,,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,BHLA,0,0,,M,,BHL,5,SPO_TT_2,SPO_TT_13,49478,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
204,205,3,3,19,4,Wesley,FH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-19,1,0,,,,,,,,,99,99,,BH-TS-FH-TS,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,CLB,0,0,,M,,CL,4,SPO_TT_2,SPO_TT_13,49479,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
205,206,3,3,19,5,Manush,FH-CTS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-19,1,0,,,,,,,,,99,99,,,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,BHLA,0,0,,M,,BHL,3,SPO_TT_2,SPO_TT_13,49480,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
206,207,3,3,19,6,Wesley,FH-CTS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-19,1,0,,,,,,,,,99,99,,,,,,,,,FH-NSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,FH-CTS,M,,BHL,2,SPO_TT_2,SPO_TT_13,49481,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
207,208,3,3,19,7,Manush,FH-CTS,OUT,9-10,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-19,1,0,Wesley,,,,Manush,OUT,Wesley,Manush,1,0,,,FH-CTS-FH-CTS-FH-CTS,FH-CTS-FH-CTS,CL-FHL,FH-CTS,FH-CTS,FH-CTS,FH-NSL,BH-TS,0,0,0,,,,,,,,FHL,BHL,FH-CTS,,FH-CTS,Conditional,,,,,BHL,Lefty,OUT,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,CL-FHL,Lateral Movement,Lateral Movement,Lefty,Lefty,OUTA,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49482,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
208,209,3,3,20,1,Manush,FH-SSL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-20,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-SSL,BH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,FH-SSL,M,,FHL,2,SPO_TT_2,SPO_TT_13,49483,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
209,210,3,3,20,2,Wesley,BH-TS,OUT,9-11,,,Manush,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-20,1,1,Wesley,,Y,,Wesley,OUT,Manush,Wesley,0,1,,,,,,FH-SSL,BH-TS,,FH-SSL,BH-TS,1,0,0,Manush,FH-SSL,BHL,,,,,BHL,FHL,FH-SSL,,FH-SSL,Conditional,,,,,FHL,Lefty,OUT,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49484,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
210,10508,3,1,1,0,Wesley,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-1,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73491,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
211,10509,3,1,2,0,Wesley,FH-RSBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-2,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73492,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
212,10510,3,1,3,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-3,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73493,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
213,10511,3,1,4,0,Manush,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-4,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73494,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
