,Pk_ID,Match_No,Game,POINT,Shot_no,Played_by,Shot,Placement,SCORE,LUCKY,TIMEOUT,SetWonby,ErrorType,Player_A_Name,Player_B_Name,Date,AttackingNonAttacking,AttackingNonAttacking_New,Combination_field,BinaryofAttackShot,POINT_AttackCombination,AttackedFirst,SERVICE_BY,RECEIVE,WINNER_SHOT_BY,MISSED_SHOT_BY,MissedType,WON_BY,Lost_BY,SCOREA,SCOREB,shots1_3,shots2_4,Last3shots,LastAnd3rdLast,LastAnd3rdLast_Placement,Second_Last_Shot,Last_Shot,Third_Last_Shot,First_Shot,Second_Shot,pointon2ndshot,pointon3rdshot,pointon4thshot,Point2ServiceByName,Point2Shot,Point2placement,Point3RerviceByName,Point3Shot,Point3placement,Serve_Place,Second_Last_placement,Second_Last_Reverse_Placement,WinnerShot,Unconditional,Conditional,WinType,Loston4th_1stshot,Loston4th_2ndshot,Loston4th_3rdshot,Loston4th_4thshot,Errorplacement,PlayerType,PlacementR_L,ErrorPlacementR_L,PlayingStyle,RubberCombination,Opponent,Opponent_Player_Type,Fourth_Last_Second_Last_Placement,Movement,Movement_new,PlayerAType,PlayerBType,Placement_A_B,X,Y,WinnerShotGTL,Gender,World_Rank,Reverse_Placement,Reverse_Row_ID,PLAYERA_ID,PLAYERB_ID,primary_key,ProcessStatus,ProcessMessage,ProcessDatetime,DataSource,ShotCodeIds,DataLock,UploadId,MatchType
121,122,3,2,18,3,Manush,FH-TS,MISSED,8-10,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-2-18,1,0,Wesley,,,,Manush,MISSED,Wesley,Manush,1,0,FH-RSSO-FH-TS,,FH-RSSO-FH-TS-FH-TS,FH-RSSO-FH-TS,,FH-TS,FH-TS,FH-RSSO,FH-RSSO,FH-TS,0,1,0,,,,Wesley,FH-TS,FHL,FH-RSSO-CL,FHL,BHL,FH-TS,,FH-TS,Conditional,,,,,BHL,Lefty,MISSED,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,MISSEDA,0,0,,M,,MISSED,1,SPO_TT_2,SPO_TT_13,49396,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
122,123,3,2,19,1,Wesley,FH-BSS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-2-19,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHSB,0,0,,M,,FHS,3,SPO_TT_2,SPO_TT_13,49397,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
123,124,3,2,19,2,Manush,BN-FP,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-2-19,1,1,,,Y,,,,,,99,99,,,,,,,,,FH-BSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,BN-FP,M,,FHL,2,SPO_TT_2,SPO_TT_13,49398,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
124,125,3,2,19,3,Wesley,BH-BK,NET,8-11,,,Manush,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-2-19,0,0,Manush,,,,Wesley,NET,Manush,Wesley,0,1,FH-BSS-BH-BK,,FH-BSS-BN-FP-BH-BK,FH-BSS-BH-BK,,BN-FP,BH-BK,FH-BSS,FH-BSS,BN-FP,0,1,0,,,,Manush,BN-FP,BHL,FH-BSS-BHS,BHL,FHL,BN-FP,,BN-FP,Conditional,,,,,FHL,Lefty,NET,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,NETB,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49399,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
125,126,3,3,1,1,Wesley,FH-BSS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-1,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,FH-F,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHSB,0,0,FH-BSS,M,,FHS,2,SPO_TT_2,SPO_TT_13,49400,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
126,127,3,3,1,2,Manush,FH-F,OUT,1-0,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-1,1,1,Manush,,Y,,Manush,OUT,Wesley,Manush,1,0,,,,,,FH-BSS,FH-F,,FH-BSS,FH-F,1,0,0,Wesley,FH-BSS,BHS,,,,,BHS,FHS,FH-BSS,,FH-BSS,Conditional,,,,,FHS,Lefty,OUT,FHS,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,OUTA,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49401,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
127,128,3,3,2,1,Wesley,FH-RBSS,FHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-2,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-RBSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,BHSB,0,0,FH-RBSS,M,,BHS,2,SPO_TT_2,SPO_TT_13,49402,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
128,129,3,3,2,2,Manush,FH-P,NET,2-0,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-2,0,0,,,Y,,Manush,NET,Wesley,Manush,1,0,,,,,,FH-RBSS,FH-P,,FH-RBSS,FH-P,1,0,0,Wesley,FH-RBSS,FHS,,,,,FHS,BHS,FH-RBSS,,FH-RBSS,Conditional,,,,,BHS,Lefty,NET,BHS,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,NETA,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49403,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
129,130,3,3,3,1,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-3,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSL,FH-TS,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,FHLA,0,0,FH-BSL,M,,FHL,2,SPO_TT_2,SPO_TT_13,49404,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
130,131,3,3,3,2,Wesley,FH-TS,NET,2-1,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-3,1,1,Wesley,,Y,,Wesley,NET,Manush,Wesley,0,1,,,,,,FH-BSL,FH-TS,,FH-BSL,FH-TS,1,0,0,Manush,FH-BSL,BHL,,,,,BHL,FHL,FH-BSL,,FH-BSL,Conditional,,,,,FHL,Lefty,NET,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,NETB,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49405,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
131,132,3,3,4,1,Manush,SH-NSS,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-4,0,1,,Y,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHHA,0,0,,M,,FHH,10,SPO_TT_2,SPO_TT_13,49406,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
132,133,3,3,4,2,Wesley,BN-FP,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,1,,,Y,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,9,SPO_TT_2,SPO_TT_13,49407,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
133,134,3,3,4,3,Manush,BH-BK,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-4,0,0,,,,,,,,,99,99,SH-NSS-BH-BK,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,8,SPO_TT_2,SPO_TT_13,49408,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
134,135,3,3,4,4,Wesley,FH-TS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,BN-FP-FH-TS,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,,M,,BHL,7,SPO_TT_2,SPO_TT_13,49409,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
135,136,3,3,4,5,Manush,FH-CTS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,BHLA,0,0,,M,,BHL,6,SPO_TT_2,SPO_TT_13,49410,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
136,137,3,3,4,6,Wesley,FH-CTS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,,M,,BHL,5,SPO_TT_2,SPO_TT_13,49411,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
137,138,3,3,4,7,Manush,FH-CTS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,4,SPO_TT_2,SPO_TT_13,49412,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
138,139,3,3,4,8,Wesley,BH-LP,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,,M,,BHL,3,SPO_TT_2,SPO_TT_13,49413,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
139,140,3,3,4,9,Manush,FH-TS,BHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-4,1,0,,,,,,,,,99,99,,,,,,,,,SH-NSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,FH-TS,M,,FHL,2,SPO_TT_2,SPO_TT_13,49414,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
140,141,3,3,4,10,Wesley,NR,MISSWR,2-2,,,,Forced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-4,0,0,Wesley,,,Manush,Wesley,MISSWR,Manush,Wesley,0,1,,,BH-LP-FH-TS-NR,BH-LP-NR,CL-BHL,FH-TS,NR,BH-LP,SH-NSS,BN-FP,0,0,0,,,,,,,,BHL,FHL,FH-TS,FH-TS,,Unconditional,,,,,FHL,Lefty,MISSWR,FHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,CL-BHL,Lateral Movement,Lateral Movement,Lefty,Lefty,MISSWRB,0,0,,M,,MISSWR,1,SPO_TT_2,SPO_TT_13,49415,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
141,142,3,3,5,1,Wesley,FH-RBSS,FHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-5,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-RBSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,BHSB,0,0,,M,,BHS,3,SPO_TT_2,SPO_TT_13,49416,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
142,143,3,3,5,2,Manush,FH-P,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-5,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-RBSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,CLA,0,0,FH-P,M,,CL,2,SPO_TT_2,SPO_TT_13,49417,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
143,144,3,3,5,3,Wesley,BH-TS,OUT,2-3,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-5,1,1,Wesley,,,,Wesley,OUT,Manush,Wesley,0,1,FH-RBSS-BH-TS,,FH-RBSS-FH-P-BH-TS,FH-RBSS-BH-TS,,FH-P,BH-TS,FH-RBSS,FH-RBSS,FH-P,0,1,0,,,,Manush,FH-P,CL,FH-RBSS-FHS,CL,CL,FH-P,,FH-P,Conditional,,,,,CL,Lefty,OUT,CL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49418,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
144,145,3,3,6,1,Wesley,FH-BSS,BHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-6,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHH,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHHB,0,0,,M,,FHH,6,SPO_TT_2,SPO_TT_13,49419,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
145,146,3,3,6,2,Manush,FH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-6,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,5,SPO_TT_2,SPO_TT_13,49420,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
146,147,3,3,6,3,Wesley,BH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-6,1,1,,,,,,,,,99,99,FH-BSS-BH-TS,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,CLB,0,0,,M,,CL,4,SPO_TT_2,SPO_TT_13,49421,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
147,148,3,3,6,4,Manush,FH-LP,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-6,1,0,,,,,,,,,99,99,,FH-P-FH-LP,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,3,SPO_TT_2,SPO_TT_13,49422,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
148,149,3,3,6,5,Wesley,FH-TS,FHL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-6,1,0,,,,,,,,,99,99,,,,,,,,,FH-BSS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,FH-TS,M,,BHL,2,SPO_TT_2,SPO_TT_13,49423,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
149,150,3,3,6,6,Manush,FH-CTS,NET,3-3,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-6,1,0,Wesley,,,,Manush,NET,Wesley,Manush,1,0,,,FH-LP-FH-TS-FH-CTS,FH-LP-FH-CTS,CL-FHL,FH-TS,FH-CTS,FH-LP,FH-BSS,FH-P,0,0,0,,,,,,,,FHL,BHL,FH-TS,,FH-TS,Conditional,,,,,BHL,Lefty,NET,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,CL-FHL,Lateral Movement,Lateral Movement,Lefty,Lefty,NETA,0,0,,M,,NET,1,SPO_TT_2,SPO_TT_13,49424,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
150,151,3,3,7,1,Manush,SH-OL,FHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-7,0,1,,Y,,,,,,,99,99,,,,,,,,,SH-OL,NR,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,BHLA,0,0,SH-OL,M,,BHL,2,SPO_TT_2,SPO_TT_13,49425,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
151,152,3,3,7,2,Wesley,NR,MISSWR,3-4,,,,Forced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-7,0,0,,,Y,Manush,Wesley,MISSWR,Manush,Wesley,0,1,,,,,,SH-OL,NR,,SH-OL,NR,1,0,0,Manush,SH-OL,FHL,,,,,FHL,BHL,SH-OL,SH-OL,,Unconditional,,,,,BHL,Lefty,MISSWR,BHL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,MISSWRB,0,0,,M,,MISSWR,1,SPO_TT_2,SPO_TT_13,49426,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
152,153,3,3,8,1,Manush,FH-BSS,BHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-8,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSS,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHS,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHSA,0,0,,M,,FHS,5,SPO_TT_2,SPO_TT_13,49427,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
153,154,3,3,8,2,Wesley,BH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-8,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-BSS,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,FHLB,0,0,,M,,FHL,4,SPO_TT_2,SPO_TT_13,49428,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
154,155,3,3,8,3,Manush,BH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-8,1,1,,,,,,,,,99,99,FH-BSS-BH-TS,,,,,,,,FH-BSS,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,,M,,CL,3,SPO_TT_2,SPO_TT_13,49429,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
155,156,3,3,8,4,Wesley,FH-BK,FHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-8,0,0,,,,,,,,,99,99,,BH-P-FH-BK,,,,,,,FH-BSS,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,BHLB,0,0,FH-BK,M,,BHL,2,SPO_TT_2,SPO_TT_13,49430,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
156,157,3,3,8,5,Manush,FH-TS,OUT,4-4,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-8,1,0,Manush,,,,Manush,OUT,Wesley,Manush,1,0,,,BH-TS-FH-BK-FH-TS,BH-TS-FH-TS,BHL-FHL,FH-BK,FH-TS,BH-TS,FH-BSS,BH-P,0,0,0,,,,,,,,FHL,BHL,FH-BK,,FH-BK,Conditional,,,,,BHL,Lefty,OUT,BHL,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,BHL-FHL,Lateral Movement,Lateral Movement,Lefty,Lefty,OUTA,0,0,FH-TS,M,,OUT,1,SPO_TT_2,SPO_TT_13,49431,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
157,158,3,3,9,1,Wesley,SE,SE,4-5,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-9,0,1,,Y,,,Wesley,SE,Manush,Wesley,0,1,,,,,,,SE,,SE,,0,0,0,,,,,,,,,,FH-TS,,FH-TS,Conditional,,,,,OUT,Lefty,SE,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,SEB,0,0,,M,,SE,1,SPO_TT_2,SPO_TT_13,49432,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
158,159,3,3,10,1,Wesley,FH-RBSS,FHS,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-10,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-RBSS,BN-FP,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHS,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,BHSB,0,0,FH-RBSS,M,,BHS,2,SPO_TT_2,SPO_TT_13,49433,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
159,160,3,3,10,2,Manush,BN-FP,OUT,5-5,,,,Unforced,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-10,1,1,Manush,,Y,,Manush,OUT,Wesley,Manush,1,0,,,,,,FH-RBSS,BN-FP,,FH-RBSS,BN-FP,1,0,0,Wesley,FH-RBSS,FHS,,,,,FHS,BHS,FH-RBSS,,FH-RBSS,Conditional,,,,,BHS,Lefty,OUT,BHS,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,OUTA,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49434,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
160,161,3,3,11,1,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-11,0,1,,Y,,,,,,,99,99,,,,,,,,,FH-BSL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,FHLA,0,0,,M,,FHL,4,SPO_TT_2,SPO_TT_13,49435,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
161,162,3,3,11,2,Wesley,BH-P,CL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-11,0,0,,,Y,,,,,,99,99,,,,,,,,,FH-BSL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,Lateral Movement,Lefty,Lefty,CLB,0,0,,M,,CL,3,SPO_TT_2,SPO_TT_13,49436,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
162,163,3,3,11,3,Manush,FH-TS,CL,,,,,,Wesley,Manush,2018-09-28,Attacking Shot,Attacking Shot,3-3-11,1,1,,,,,,,,,99,99,FH-BSL-FH-TS,,,,,,,,FH-BSL,BH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,CL,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,Lateral Movement,Lefty,Lefty,CLA,0,0,FH-TS,M,,CL,2,SPO_TT_2,SPO_TT_13,49437,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
163,164,3,3,11,4,Wesley,FH-BK,OUT,5-6,,,,Unforced,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-11,0,0,Manush,,,,Wesley,OUT,Manush,Wesley,0,1,,BH-P-FH-BK,BH-P-FH-TS-FH-BK,BH-P-FH-BK,BHL-CL,FH-TS,FH-BK,BH-P,FH-BSL,BH-P,0,0,1,,,,,,,,CL,CL,FH-TS,,FH-TS,Conditional,FH-BSL,BH-P,FH-TS,FH-BK,CL,Lefty,OUT,CL,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,BHL-CL,Lateral Movement,Lateral Movement,Lefty,Lefty,OUTB,0,0,,M,,OUT,1,SPO_TT_2,SPO_TT_13,49438,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
164,165,3,3,12,1,Manush,SH-OS,FHH,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Serve,3-3-12,0,1,,Y,,,,,,,99,99,,,,,,,,,SH-OS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,BHH,,Attacking,Plain(FH)-Plain(BH),Wesley,Lefty,,,,Lefty,Lefty,BHHA,0,0,,M,,BHH,3,SPO_TT_2,SPO_TT_13,49439,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
165,166,3,3,12,2,Wesley,FH-P,BHL,,,,,,Wesley,Manush,2018-09-28,Non Attacking Shot,Non Attacking Shot,3-3-12,0,0,,,Y,,,,,,99,99,,,,,,,,,SH-OS,FH-P,0,0,0,,,,,,,,,,,,,,,,,,,Lefty,FHL,,Attacking,Plain(FH)-Plain(BH),Manush,Lefty,,,,Lefty,Lefty,FHLB,0,0,FH-P,M,,FHL,2,SPO_TT_2,SPO_TT_13,49440,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
